typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
3922,System.Collections.Generic,ValueListBuilder`1,System.Collections.Generic.ValueListBuilder`1,16664,3,30216,8,_span;_arrayFromPool;_pos,.ctor;get_Length;get_Item;Append;AsSpan;Dispose;Grow;Pop,1048840,68609,33554848,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3923,System.Collections.Generic,ICollectionDebugView`1,System.Collections.Generic.ICollectionDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33554849,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3924,System.Collections.Generic,IDictionaryDebugView`2,System.Collections.Generic.IDictionaryDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33554850,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3925,System.Collections.Generic,DictionaryKeyCollectionDebugView`2,System.Collections.Generic.DictionaryKeyCollectionDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33554851,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3926,System.Collections.Generic,DictionaryValueCollectionDebugView`2,System.Collections.Generic.DictionaryValueCollectionDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33554852,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3928,System.Collections.Generic,LinkedList`1,System.Collections.Generic.LinkedList`1,16667,8,30224,33,head;count;version;_syncRoot;_siInfo;VersionName;CountName;ValuesName,.ctor;.ctor;get_Count;get_First;get_Last;System.Collections.Generic.ICollection<T>.get_IsReadOnly;System.Collections.Generic.ICollection<T>.Add;AddBefore;AddFirst;AddFirst;AddLast;AddLast;Clear;Contains;CopyTo;Find;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;Remove;Remove;RemoveFirst;RemoveLast;GetObjectData;OnDeserialization;InternalInsertNodeBefore;InternalInsertNodeToEmptyList;InternalRemoveNode;ValidateNewNode;ValidateNode;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;System.Collections.ICollection.CopyTo;System.Collections.IEnumerable.GetEnumerator,1056769,3072,33554853,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3929,System.Collections.Generic,LinkedListNode`1,System.Collections.Generic.LinkedListNode`1,16680,4,30266,8,list;next;prev;item,.ctor;.ctor;get_List;get_Next;get_Previous;get_Value;set_Value;Invalidate,1048833,3072,33554855,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3935,System.Collections.Generic,SortedList`2,System.Collections.Generic.SortedList`2,16684,8,30274,47,keys;values;_size;version;comparer;keyList;valueList;_syncRoot,".ctor;Add;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Add;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Contains;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Remove;set_Capacity;System.Collections.IDictionary.Add;get_Count;get_Keys;System.Collections.Generic.IDictionary<TKey,TValue>.get_Keys;System.Collections.IDictionary.get_Keys;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Keys;get_Values;System.Collections.Generic.IDictionary<TKey,TValue>.get_Values;System.Collections.IDictionary.get_Values;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Values;GetKeyListHelper;GetValueListHelper;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.get_IsReadOnly;System.Collections.IDictionary.get_IsReadOnly;System.Collections.IDictionary.get_IsFixedSize;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;Clear;System.Collections.IDictionary.Contains;ContainsKey;ContainsValue;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.CopyTo;System.Collections.ICollection.CopyTo;EnsureCapacity;GetByIndex;System.Collections.Generic.IEnumerable<System.Collections.Generic.KeyValuePair<TKey,TValue>>.GetEnumerator;System.Collections.IDictionary.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;GetKey;get_Item;set_Item;System.Collections.IDictionary.get_Item;System.Collections.IDictionary.set_Item;IndexOfKey;IndexOfValue;Insert;TryGetValue;RemoveAt;Remove;System.Collections.IDictionary.Remove;IsCompatibleKey",1056769,3072,33554856,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3936,System.Collections.Generic,ISet`1,System.Collections.Generic.ISet`1,4294967295,0,4294967295,0,,,161,3072,33554862,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
3940,System.IO.Compression,CompressionLevel,System.IO.Compression.CompressionLevel,16714,4,4294967295,0,value__;Optimal;Fastest;NoCompression,,257,3091,33554866,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4016,System.Net,WebHeaderCollectionType,System.Net.WebHeaderCollectionType,17188,12,4294967295,0,value__;Unknown;WebRequest;WebResponse;HttpWebRequest;HttpWebResponse;HttpListenerRequest;HttpListenerResponse;FtpWebRequest;FtpWebResponse;FileWebRequest;FileWebResponse,,256,3091,33554942,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4018,System.Net,WebHeaderCollection,System.Net.WebHeaderCollection,17200,9,30910,34,HInfo;m_CommonHeaders;m_NumCommonHeaders;s_CommonHeaderNames;s_CommonHeaderHints;m_InnerCollection;m_Type;HttpTrimCharacters;RfcCharMap,NormalizeCommonHeaders;get_InnerCollection;AllowMultiValues;get_AllowHttpRequestHeader;Remove;AddInternal;ChangeInternal;RemoveInternal;CheckUpdate;CheckBadChars;ContainsNonAsciiChars;ThrowOnRestrictedHeader;Add;Add;Set;SetInternal;Remove;GetValues;ToString;GetAsString;.ctor;.ctor;.ctor;OnDeserialization;GetObjectData;System.Runtime.Serialization.ISerializable.GetObjectData;Get;GetEnumerator;get_Count;Get;GetValues;GetKey;get_AllKeys;.cctor,1056769,3080,33554943,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4051,,CookieCollectionEnumerator,CookieCollectionEnumerator,17364,4,31161,4,m_cookies;m_count;m_index;m_version,.ctor;System.Collections.IEnumerator.get_Current;System.Collections.IEnumerator.MoveNext;System.Collections.IEnumerator.Reset,1048579,3072,33554978,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4052,System.Net,CookieCollection,System.Net.CookieCollection,17354,5,31147,14,m_version;m_list;m_TimeStamp;m_has_other_versions;m_IsReadOnly,.ctor;get_Item;Add;Add;get_Count;get_IsSynchronized;get_SyncRoot;CopyTo;TimeStamp;get_IsOtherVersionSeen;InternalAdd;IndexOf;RemoveAt;GetEnumerator,1056769,3072,33554976,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4212,System.Net.Cache,RequestCacheLevel,System.Net.Cache.RequestCacheLevel,18165,8,4294967295,0,value__;Default;BypassCache;CacheOnly;CacheIfAvailable;Revalidate;Reload;NoCacheNoStore,,257,3091,33555138,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4230,System.Net.Sockets,IPProtectionLevel,System.Net.Sockets.IPProtectionLevel,18331,5,4294967295,0,value__;Unspecified;Unrestricted;EdgeRestricted;Restricted,,257,3091,33555156,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4238,System.Net.Sockets,SocketOptionLevel,System.Net.Sockets.SocketOptionLevel,18438,6,4294967295,0,value__;Socket;IP;IPv6;Tcp;Udp,,257,3091,33555164,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4298,System.Net.Security,AuthenticationLevel,System.Net.Security.AuthenticationLevel,18850,4,4294967295,0,value__;None;MutualAuthRequested;MutualAuthRequired,,257,3091,33555224,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4319,System.Net.Configuration,BypassElementCollection,System.Net.Configuration.BypassElementCollection,4294967295,0,32568,1,,.ctor,1048833,3072,33555245,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4321,System.Net.Configuration,ConnectionManagementElementCollection,System.Net.Configuration.ConnectionManagementElementCollection,4294967295,0,32569,1,,.ctor,1048833,3072,33555247,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4334,System.Net.Configuration,WebRequestModuleElementCollection,System.Net.Configuration.WebRequestModuleElementCollection,4294967295,0,32594,1,,.ctor,1048833,3072,33555260,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
4928,LC.Newtonsoft.Json,JsonConverterCollection,LC.Newtonsoft.Json.JsonConverterCollection,4294967295,0,35150,1,,.ctor,1048577,3072,33554462,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5051,LC.Newtonsoft.Json.Utilities,CollectionUtils,LC.Newtonsoft.Json.Utilities.CollectionUtils,4294967295,0,36279,18,,IsNullOrEmpty;AddRange;IsDictionaryType;ResolveEnumerableCollectionConstructor;ResolveEnumerableCollectionConstructor;AddDistinct;AddDistinct;ContainsValue;AddRangeDistinct;IndexOf;Contains;IndexOfReference;FastReverse;GetDimensions;CopyFromJaggedToMultidimensionalArray;JaggedArrayGetValue;ToMultidimensionalArray;ArrayEmpty,1048960,3072,33554584,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5052,LC.Newtonsoft.Json.Utilities,IWrappedCollection,LC.Newtonsoft.Json.Utilities.IWrappedCollection,4294967295,0,36298,1,,get_UnderlyingCollection,160,3072,33554586,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5053,LC.Newtonsoft.Json.Utilities,CollectionWrapper`1,LC.Newtonsoft.Json.Utilities.CollectionWrapper`1,24979,3,36299,26,_list;_genericCollection;_syncRoot,.ctor;.ctor;Add;Clear;Contains;CopyTo;get_Count;get_IsReadOnly;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;System.Collections.IList.Add;System.Collections.IList.Contains;System.Collections.IList.IndexOf;System.Collections.IList.RemoveAt;System.Collections.IList.Insert;System.Collections.IList.get_IsFixedSize;System.Collections.IList.Remove;System.Collections.IList.get_Item;System.Collections.IList.set_Item;System.Collections.ICollection.CopyTo;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;VerifyValueType;IsCompatibleObject;get_UnderlyingCollection,1048576,3072,33554587,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5098,,ImmutableCollectionTypeInfo,ImmutableCollectionTypeInfo,25197,3,36583,7,<ContractTypeName>k__BackingField;<CreatedTypeName>k__BackingField;<BuilderTypeName>k__BackingField,.ctor;get_ContractTypeName;set_ContractTypeName;get_CreatedTypeName;set_CreatedTypeName;get_BuilderTypeName;set_BuilderTypeName,1048581,3072,33554633,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5102,LC.Newtonsoft.Json.Utilities,ImmutableCollectionsUtils,LC.Newtonsoft.Json.Utilities.ImmutableCollectionsUtils,25174,23,36580,3,ImmutableListGenericInterfaceTypeName;ImmutableQueueGenericInterfaceTypeName;ImmutableStackGenericInterfaceTypeName;ImmutableSetGenericInterfaceTypeName;ImmutableArrayTypeName;ImmutableArrayGenericTypeName;ImmutableListTypeName;ImmutableListGenericTypeName;ImmutableQueueTypeName;ImmutableQueueGenericTypeName;ImmutableStackTypeName;ImmutableStackGenericTypeName;ImmutableSortedSetTypeName;ImmutableSortedSetGenericTypeName;ImmutableHashSetTypeName;ImmutableHashSetGenericTypeName;ArrayContractImmutableCollectionDefinitions;ImmutableDictionaryGenericInterfaceTypeName;ImmutableDictionaryTypeName;ImmutableDictionaryGenericTypeName;ImmutableSortedDictionaryTypeName;ImmutableSortedDictionaryGenericTypeName;DictionaryContractImmutableCollectionDefinitions,TryBuildImmutableForArrayContract;TryBuildImmutableForDictionaryContract;.cctor,1048960,3080,33554632,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5188,LC.Newtonsoft.Json.Serialization,JsonPropertyCollection,LC.Newtonsoft.Json.Serialization.JsonPropertyCollection,25469,2,37203,6,_type;_list,.ctor;GetKeyForItem;AddProperty;GetClosestMatchProperty;TryGetValue;GetProperty,1048577,3072,33554722,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5228,LC.Newtonsoft.Json.Schema,JsonSchemaNodeCollection,LC.Newtonsoft.Json.Schema.JsonSchemaNodeCollection,4294967295,0,37750,2,,GetKeyForItem;.ctor,1048576,3072,33554762,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5273,LC.Newtonsoft.Json.Linq,JPropertyKeyedCollection,LC.Newtonsoft.Json.Linq.JPropertyKeyedCollection,25830,2,38176,20,Comparer;_dictionary,.ctor;AddKey;ChangeItemKey;ClearItems;Contains;ContainsItem;EnsureDictionary;GetKeyForItem;InsertItem;Remove;RemoveItem;RemoveKey;SetItem;get_Item;TryGetValue;get_Keys;get_Values;IndexOfReference;Compare;.cctor,1048576,3080,33554807,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5427,System.Data,InternalDataCollectionBase,System.Data.InternalDataCollectionBase,26471,1,39932,9,s_refreshEventArgs,get_Count;CopyTo;GetEnumerator;get_IsSynchronized;NamesEqual;get_SyncRoot;get_List;.ctor;.cctor,1048577,3080,33554469,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5431,System.Data,ConstraintCollection,System.Data.ConstraintCollection,26481,6,39986,32,_table;_list;_defaultNameIndex;_onCollectionChanged;_delayLoadingConstraints;_fLoadForeignKeyConstraintsOnly,.ctor;get_List;get_Item;get_Table;get_Item;Add;Add;Add;AddUniqueConstraint;AddForeignKeyConstraint;AutoGenerated;ArrayAdd;ArrayRemove;AssignName;BaseAdd;BaseGroupSwitch;BaseRemove;CanRemove;Clear;Contains;Contains;FindConstraint;FindKeyConstraint;FindKeyConstraint;FindForeignKeyConstraint;CompareArrays;InternalIndexOf;MakeName;OnCollectionChanged;RegisterName;Remove;UnregisterName,1048833,3072,33554473,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5439,System.Data,DataColumnCollection,System.Data.DataColumnCollection,26495,12,40040,38,_table;_list;_defaultNameIndex;_delayedAddRangeColumns;_columnFromName;_fInClear;_columnsImplementingIChangeTracking;_nColumnsImplementingIChangeTracking;_nColumnsImplementingIRevertibleChangeTracking;CollectionChanged;CollectionChanging;ColumnPropertyChanged,.ctor;get_List;get_ColumnsImplementingIChangeTracking;get_ColumnsImplementingIChangeTrackingCount;get_ColumnsImplementingIRevertibleChangeTrackingCount;get_Item;get_Item;get_Item;Add;AddAt;add_CollectionChanged;remove_CollectionChanged;add_ColumnPropertyChanged;remove_ColumnPropertyChanged;ArrayAdd;ArrayAdd;ArrayRemove;AssignName;BaseAdd;BaseGroupSwitch;BaseRemove;CanRemove;CheckIChangeTracking;Clear;Contains;Contains;IndexOf;IndexOfCaseInsensitive;MakeName;OnCollectionChanged;OnCollectionChanging;OnColumnPropertyChanged;RegisterColumnName;CanRegisterName;Remove;UnregisterName;AddColumnsImplementingIChangeTrackingList;RemoveColumnsImplementingIChangeTrackingList,1048833,3072,33554481,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5445,,DataTableRelationCollection,DataTableRelationCollection,26539,4,40185,12,_table;_relations;_fParentCollection;RelationPropertyChanged,.ctor;get_List;EnsureDataSet;GetDataSet;get_Item;get_Item;add_RelationPropertyChanged;remove_RelationPropertyChanged;AddCache;AddCore;RemoveCache;RemoveCore,1048837,3072,33554488,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5446,,DataSetRelationCollection,DataSetRelationCollection,26543,3,40197,8,_dataSet;_relations;_delayLoadingRelations,.ctor;get_List;Clear;GetDataSet;get_Item;get_Item;AddCore;RemoveCore,1048837,3072,33554489,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5447,System.Data,DataRelationCollection,System.Data.DataRelationCollection,26533,6,40164,21,_inTransition;_defaultNameIndex;_onCollectionChangedDelegate;_onCollectionChangingDelegate;s_objectTypeCount;_objectID,get_ObjectID;get_Item;get_Item;Add;AddCore;add_CollectionChanged;remove_CollectionChanged;AssignName;Clear;Contains;InternalIndexOf;GetDataSet;MakeName;OnCollectionChanged;OnCollectionChanging;RegisterName;Remove;RemoveAt;RemoveCore;UnregisterName;.ctor,1048705,3072,33554487,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
5455,System.Data,DataRowCollection,System.Data.DataRowCollection,26576,3,40287,14,_table;_list;_nullInList,.ctor;get_Count;get_Item;Add;DiffInsertAt;IndexOf;AddWithColumnEvents;ArrayAdd;ArrayInsert;ArrayClear;ArrayRemove;CopyTo;CopyTo;GetEnumerator,1048833,3072,33554496,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
